,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
941,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 8211,LAHARI A/C SLEEPER CUM SEATER,20:40,04:05,07h 25m,INR 674,7 Seats available,3.8
942,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 1621,Lahari Non A/C Sleeper Cum Seater,21:15,06:00,08h 45m,INR 473,18 Seats available,3.8
943,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 9550,Super Luxury (Non AC Seater 2+2 Push Back),21:15,04:30,07h 15m,INR 588,29 Seats available,3.1
944,Hyderabad to Anantapur (andhra pradesh),TGSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,21:40,05:00,07h 20m,INR 843,8 Seats available,4.3
945,Hyderabad to Anantapur (andhra pradesh),Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),21:40,06:08,08h 28m,INR 550,15 Seats available,4.2
946,Hyderabad to Anantapur (andhra pradesh),Madhavi Travels,A/C Seater / Sleeper (2+1),22:00,05:45,07h 45m,INR 599,12 Seats available,4.3
947,Hyderabad to Anantapur (andhra pradesh),Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:10,06:30,09h 20m,INR 599,7 Seats available,4.1
948,Hyderabad to Anantapur (andhra pradesh),RESANDE TRANSPORTS,A/C Sleeper (2+1),21:45,05:45,08h 00m,INR 950,10 Seats available,4.6
949,Hyderabad to Anantapur (andhra pradesh),Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:10,06:00,08h 50m,INR 600,5 Seats available,4.5
950,Hyderabad to Anantapur (andhra pradesh),Al madeena Travels,A/C Seater / Sleeper (2+1),21:20,06:15,08h 55m,INR 599,8 Seats available,4.2
951,Hyderabad to Anantapur (andhra pradesh),Meena tours and travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,05:15,07h 45m,INR 970,13 Seats available,4.5
952,Hyderabad to Anantapur (andhra pradesh),Sree sivasankar Travels,NON A/C Seater (2+2),21:25,05:50,08h 25m,INR 550,18 Seats available,4.2
953,Hyderabad to Anantapur (andhra pradesh),Sri Balaji Transports,A/C Sleeper (2+1),21:15,05:45,08h 30m,INR 900,10 Seats available,4.3
954,Hyderabad to Anantapur (andhra pradesh),Meena tours and travels,A/C Seater / Sleeper (2+1),22:00,05:45,07h 45m,INR 1090,4 Seats available,4.7
955,Hyderabad to Anantapur (andhra pradesh),YAS Tours and Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:45,22:30,02h 45m,INR 600,3 Seats available,4.3
956,Hyderabad to Anantapur (andhra pradesh),Kallada Travels (Suresh Kallada),Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),19:30,20:25,00h 55m,INR 800,4 Seats available,4.0
957,Hyderabad to Anantapur (andhra pradesh),Kaveri Travels,A/C Sleeper (2+1),19:55,04:45,08h 50m,INR 1419,1 Seat available,4.9
958,Hyderabad to Anantapur (andhra pradesh),Jabbar Travels,NON AC Seater / Sleeper 2+1,19:20,03:00,07h 40m,INR 603,1 Seat available,4.4
959,Hyderabad to Anantapur (andhra pradesh),YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:35,22:00,02h 25m,INR 800,4 Seats available,4.6
960,Hyderabad to Anantapur (andhra pradesh),V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:30,05:00,08h 30m,INR 909,1 Seat available,4.3
961,Hyderabad to Anantapur (andhra pradesh),Meena tours and travels,A/C Seater / Sleeper (2+1),21:30,05:30,08h 00m,INR 750,8 Seats available,4.1
962,Hyderabad to Anantapur (andhra pradesh),YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:15,23:59,04h 44m,INR 1000,1 Seat available,4.6
963,Hyderabad to Anantapur (andhra pradesh),S.L Travels,A/C Sleeper (2+1),21:00,04:45,07h 45m,INR 1100,5 Seats available,4.4
964,Hyderabad to Anantapur (andhra pradesh),November Travels,A/C Seater / Sleeper (2+1),21:00,04:45,07h 45m,1150,1 Seat available,4.7
965,Hyderabad to Anantapur (andhra pradesh),IntrCity SmartBus,AC Sleeper (2+1),20:25,04:30,08h 05m,INR 1069,2 Seats available,4.3
966,Hyderabad to Anantapur (andhra pradesh),Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),21:40,04:00,06h 20m,1377,3 Seats available,4.8
967,Hyderabad to Anantapur (andhra pradesh),Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,23:40,04h 10m,3000,3 Seats available,4.0
968,Hyderabad to Anantapur (andhra pradesh),GreenLine Travels And Holidays,VE A/C Sleeper (2+1),19:45,03:30,07h 45m,INR 1249,5 Seats available,4.5
969,Hyderabad to Anantapur (andhra pradesh),KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:25,04:10,06h 45m,INR 2139,10 Seats available,4.8
970,Hyderabad to Anantapur (andhra pradesh),KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),22:20,04:30,06h 10m,INR 2299,12 Seats available,4.7
971,Hyderabad to Anantapur (andhra pradesh),Reshma Tourists,Bharat Benz A/C Sleeper (2+1),21:30,04:00,06h 30m,INR 1300,17 Seats available,4.2
972,Hyderabad to Anantapur (andhra pradesh),Madhavi Travels,Non A/C Seater / Sleeper (2+1),21:50,05:45,07h 55m,INR 499,9 Seats available,3.5
973,Hyderabad to Anantapur (andhra pradesh),Al madeena Travels,A/C Sleeper (2+1),21:00,06:15,09h 15m,INR 849,7 Seats available,3.6
974,Hyderabad to Anantapur (andhra pradesh),KK Travels,Non A/C Seater / Sleeper (2+1),22:20,06:20,08h 00m,INR 500,10 Seats available,3.6
975,Hyderabad to Anantapur (andhra pradesh),Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),21:10,05:40,08h 30m,INR 550,5 Seats available,3.9
976,Hyderabad to Anantapur (andhra pradesh),KK TRAVELS,A/C Sleeper (2+1),22:15,06:00,07h 45m,INR 890,9 Seats available,3.9
977,Hyderabad to Anantapur (andhra pradesh),Intercity travels,Bharat Benz A/C Sleeper (2+1),22:10,05:30,07h 20m,INR 1399,10 Seats available,3.7
978,Hyderabad to Anantapur (andhra pradesh),Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),20:35,20:05,0-1h 0-30m,INR 1200,1 Seat available,3.4
979,Hyderabad to Anantapur (andhra pradesh),S.L Travels,NON A/C Sleeper (2+1),21:00,04:00,07h 00m,INR 750,1 Seat available,3.9
980,Hyderabad to Anantapur (andhra pradesh),Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),22:20,05:30,07h 10m,1077,4 Seats available,3.7
981,Hyderabad to Anantapur (andhra pradesh),AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),19:30,03:40,08h 10m,1292,3 Seats available,3.1
982,Hyderabad to Anantapur (andhra pradesh),National travels,VE A/C Sleeper (2+1),22:40,06:20,07h 40m,INR 1800,9 Seats available,3.8
983,Hyderabad to Anantapur (andhra pradesh),Intercity travels,Bharat Benz A/C Sleeper (2+1),19:10,02:45,07h 35m,INR 1399,6 Seats available,3.8
984,Hyderabad to Anantapur (andhra pradesh),National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:10,04:45,09h 35m,INR 1296,7 Seats available,3.8
985,Hyderabad to Anantapur (andhra pradesh),Orange Tours and Travels,A/C Sleeper (2+1),21:35,03:30,05h 55m,INR 1300,3 Seats available,No rating
986,Hyderabad to Anantapur (andhra pradesh),Go Tour Travels and Holidays,A/C Sleeper (2+1),20:00,03:45,07h 45m,1301,3 Seats available,3.6
987,Hyderabad to Anantapur (andhra pradesh),Orange Tours and Travels,Scania AC Multi Axle Sleeper (2+1),22:10,05:00,06h 50m,INR 1400,4 Seats available,No rating
988,Hyderabad to Anantapur (andhra pradesh),Morning Star Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 1190,7 Seats available,3.0
989,Hyderabad to Anantapur (andhra pradesh),Jabbar Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:10,04:00,05h 50m,INR 1286,1 Seat available,3.3
990,Hyderabad to Markapuram,APSRTC - 48038,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,04:30,08h 20m,INR 483,18 Seats available,3.0
991,Hyderabad to Markapuram,APSRTC - 5886,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:00,08h 45m,INR 483,16 Seats available,3.6
992,Hyderabad to Markapuram,APSRTC - 5810,STAR LINER(NON-AC SLEEPER 2+1),20:30,05:00,08h 30m,INR 651,7 Seats available,3.7
993,Hyderabad to Markapuram,APSRTC - 9952,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:00,08h 30m,INR 483,10 Seats available,4.6
994,Hyderabad to Markapuram,APSRTC - 9214,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,04:30,08h 00m,INR 483,20 Seats available,4.0
995,Hyderabad to Markapuram,Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),22:00,05:30,07h 30m,INR 640,8 Seats available,4.4
996,Hyderabad to Markapuram,Giridhar Tours and Travels,A/C Seater / Sleeper (2+1),22:00,05:15,07h 15m,INR 540,11 Seats available,4.2
997,Hyderabad to Markapuram,Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 3999,40 Seats available,4.2
998,Hyderabad to Markapuram,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),21:45,04:50,07h 05m,INR 649,5 Seats available,4.2
999,Hyderabad to Markapuram,SHANU TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,04:50,07h 00m,INR 499,5 Seats available,4.1
1000,Bangalore to Nellore,APSRTC - 5082,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,05:05,08h 20m,INR 639,15 Seats available,4.2
1001,Bangalore to Nellore,APSRTC - 5084,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,05:55,08h 20m,INR 639,19 Seats available,3.8
1002,Bangalore to Nellore,APSRTC - 5094,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06:30,08h 20m,INR 639,15 Seats available,4.3
1003,Bangalore to Nellore,APSRTC - 5028,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,06:45,08h 20m,INR 639,17 Seats available,3.7
1004,Bangalore to Nellore,APSRTC - 5086,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,07:10,08h 20m,INR 639,16 Seats available,3.9
1005,Bangalore to Nellore,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),21:00,06:35,09h 35m,INR 530,27 Seats available,4.5
1006,Bangalore to Nellore,ASHITHA TRAVELS,A/C Sleeper (2+1),21:40,06:10,08h 30m,712,5 Seats available,4.3
1007,Bangalore to Nellore,Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),20:30,06:35,10h 05m,INR 399,2 Seats available,4.3
1008,Bangalore to Nellore,AdSiri SmartBus,VE A/C Sleeper (2+1),21:30,06:00,08h 30m,675,10 Seats available,4.5
1009,Bangalore to Nellore,Sohan Tours & Travels,Bharat Benz A/C Sleeper (2+1),21:30,05:55,08h 25m,INR 790,14 Seats available,4.7
1010,Bangalore to Nellore,GreenLine Travels And Holidays,VE Executive A/C Sleeper (1+1),22:00,06:30,08h 30m,INR 1350,9 Seats available,4.7
1011,Bangalore to Nellore,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,06:50,08h 50m,INR 499,13 Seats available,4.5
1012,Bangalore to Nellore,Dream Line Travels Pvt Ltd,A/C Sleeper (2+1),20:00,05:30,09h 30m,570,7 Seats available,4.3
1013,Bangalore to Nellore,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,06:00,09h 00m,INR 999,9 Seats available,4.3
1014,Bangalore to Nellore,LUCKY TRAVELS,A/C Sleeper (2+1),20:25,06:00,09h 35m,INR 599,4 Seats available,4.4
1015,Bangalore to Nellore,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),20:45,06:00,09h 15m,INR 449,7 Seats available,4.3
1016,Bangalore to Nellore,Jabbar Travels,NON A/C Sleeper (2+1),20:45,06:30,09h 45m,INR 549,6 Seats available,4.2
1017,Bangalore to Nellore,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),19:45,05:20,09h 35m,INR 450,5 Seats available,4.6
1018,Bangalore to Nellore,Jabbar Travels,Bharat Benz A/C Sleeper (2+1),20:30,06:30,10h 00m,INR 600,5 Seats available,4.3
1019,Bangalore to Nellore,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:45,06:20,09h 35m,627,4 Seats available,4.2
1020,Bangalore to Nellore,KMBT Travels,A/C Seater / Sleeper (2+1),20:15,05:30,09h 15m,522,3 Seats available,4.1
1021,Bangalore to Nellore,Simhapuri Travels,NON A/C Sleeper (2+1),19:45,06:00,10h 15m,INR 570,1 Seat available,4.0
1022,Bangalore to Nellore,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:20,05:45,09h 25m,INR 403,5 Seats available,4.3
1023,Bangalore to Nellore,Intercity travels,A/C Sleeper (2+1),20:55,06:00,09h 05m,INR 699,12 Seats available,4.6
1024,Bangalore to Nellore,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),20:30,05:45,09h 15m,INR 499,8 Seats available,4.2
1025,Bangalore to Nellore,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:10,05:00,08h 50m,INR 1080,14 Seats available,4.5
1026,Bangalore to Nellore,Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),20:00,04:45,08h 45m,928,13 Seats available,4.0
1027,Bangalore to Nellore,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:15,05:00,07h 45m,INR 1000,9 Seats available,4.1
1028,Bangalore to Nellore,Zingbus Plus,A/C Seater / Sleeper (2+1),19:20,04:25,09h 05m,621,12 Seats available,4.0
1029,Bangalore to Nellore,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:30,06:00,08h 30m,INR 900,4 Seats available,4.5
1030,Bangalore to Nellore,IRA Travels,Bharat Benz A/C Sleeper (2+1),20:45,05:30,08h 45m,INR 720,8 Seats available,4.5
1031,Bangalore to Nellore,SRKT Travels,A/C Seater / Sleeper (2+1),19:15,02:40,07h 25m,INR 600,9 Seats available,4.6
1032,Bangalore to Nellore,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:30,04:00,07h 30m,INR 1070,5 Seats available,4.0
1033,Bangalore to Nellore,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:15,02:30,07h 15m,INR 700,10 Seats available,4.2
1034,Bangalore to Nellore,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:10,02:00,06h 50m,INR 1080,8 Seats available,4.0
1035,Bangalore to Nellore,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),19:15,04:40,09h 25m,INR 700,4 Seats available,4.0
1036,Bangalore to Nellore,Intercity travels,Bharat Benz A/C Sleeper (2+1),19:10,03:00,07h 50m,INR 911,5 Seats available,4.6
1037,Bangalore to Nellore,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:45,04:55,09h 10m,INR 569,3 Seats available,4.7
1038,Bangalore to Nellore,Rajesh Transports,A/C Sleeper (2+1),22:05,06:00,07h 55m,INR 1575,9 Seats available,4.3
1039,Bangalore to Nellore,Kaveri Travels,VE A/C Sleeper (2+1),20:40,04:50,08h 10m,INR 699,5 Seats available,4.1
1040,Bangalore to Nellore,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),19:15,04:00,08h 45m,INR 700,2 Seats available,4.7
1041,Bangalore to Nellore,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),19:10,03:30,08h 20m,INR 623,3 Seats available,4.8
1042,Bangalore to Nellore,Vega Bus,A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,389,19 Seats available,3.7
1043,Bangalore to Nellore,Rajeswari Travels,A/C Seater / Sleeper (2+1),21:00,06:30,09h 30m,INR 450,14 Seats available,3.4
1044,Bangalore to Nellore,AGR Travels,A/C Sleeper (2+1),21:15,06:00,08h 45m,539,7 Seats available,3.9
1045,Bangalore to Nellore,Komitla Trans lines.,A/C Sleeper (2+1),21:00,06:10,09h 10m,INR 569,23 Seats available,3.5
1046,Bangalore to Nellore,Metro Lines Travels,NON A/C Seater/ Sleeper (2+1),20:10,06:00,09h 50m,INR 350,6 Seats available,3.9
1047,Bangalore to Nellore,LUCKY TRAVELS,NON A/C Sleeper (2+1),21:10,06:20,09h 10m,INR 549,10 Seats available,3.9
1048,Bangalore to Nellore,V Kaveri Travels,VE A/C Sleeper (2+1),20:20,06:30,10h 10m,INR 750,11 Seats available,3.7
1049,Bangalore to Nellore,Komitla Trans lines.,NON A/C Sleeper (2+1),19:30,04:40,09h 10m,INR 649,15 Seats available,3.0
1050,Bangalore to Nellore,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:25,04:25,09h 00m,INR 579,9 Seats available,3.5
1051,Bangalore to Nellore,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),19:25,03:30,08h 05m,INR 500,6 Seats available,3.5
1052,Bangalore to Nellore,Svkdt travels,A/C Sleeper (2+1),20:30,04:45,08h 15m,INR 800,8 Seats available,3.6
1053,Bangalore to Nellore,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:15,05:40,09h 25m,INR 569,9 Seats available,3.7
1054,Bangalore to Nellore,JTS Tours and Travels,A/C Sleeper (2+1),22:00,07:00,09h 00m,INR 600,9 Seats available,2.4
1055,Macherla (andhra pradesh) to Hyderabad,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 599,3 Seats available,3.5
1056,Macherla (andhra pradesh) to Hyderabad,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:45,04:00,04h 15m,INR 999,6 Seats available,2.7
1057,Kadiri to Bangalore,APSRTC - 52545,Express Non AC Seater 2+3,20:30,12:30,16h 00m,INR 224,45 Seats available,2.2
1058,Kadiri to Bangalore,APSRTC - 6846,Express Non AC Seater 2+3,21:45,02:15,04h 30m,INR 224,45 Seats available,4.5
1059,Kadiri to Bangalore,APSRTC - 52509,Express Non AC Seater 2+3,23:00,04:00,05h 00m,INR 246,45 Seats available,4.2
1060,Kadiri to Bangalore,APSRTC - 6149,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,04:15,04h 55m,INR 330,23 Seats available,4.5
1061,Kadiri to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,INR 400,32 Seats available,4.4
1062,Kadiri to Bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:55,05:30,05h 35m,INR 399,14 Seats available,4.4
1063,Kadiri to Bangalore,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 399,24 Seats available,4.1
1064,Kadiri to Bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 399,20 Seats available,3.1
1065,Kadiri to Bangalore,Vasavi travels,NON A/C Seater/ Sleeper (2+1),23:59,05:40,05h 41m,INR 449,16 Seats available,3.9
1066,Kadiri to Bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:45,05:50,06h 05m,INR 350,12 Seats available,1.8
1067,Kadiri to Bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:45,05:50,06h 05m,INR 350,19 Seats available,1.8
1068,Kadiri to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,INR 400,20 Seats available,2.9
1069,Nandyal to Hyderabad,APSRTC - 6424,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:30,05h 30m,INR 470,31 Seats available,2.9
1070,Nandyal to Hyderabad,APSRTC - 9981,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:00,06h 45m,INR 469,31 Seats available,3.5
1071,Nandyal to Hyderabad,APSRTC - 6440,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:10,05h 40m,INR 470,30 Seats available,3.5
1072,Nandyal to Hyderabad,APSRTC - 6411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:15,05h 30m,INR 469,12 Seats available,3.8
1073,Nandyal to Hyderabad,APSRTC - 51256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03:55,05h 55m,INR 502,12 Seats available,3.2
1074,Nandyal to Hyderabad,APSRTC - 51545,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,03:15,05h 10m,INR 501,9 Seats available,4.0
1075,Nandyal to Hyderabad,APSRTC - 6435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:40,05h 25m,INR 469,34 Seats available,4.0
1076,Nandyal to Hyderabad,APSRTC - 6413,INDRA(A.C. Seater),22:30,03:05,04h 35m,INR 606,16 Seats available,4.0
1077,Nandyal to Hyderabad,APSRTC - 6437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04:00,05h 15m,INR 470,34 Seats available,4.1
1078,Nandyal to Hyderabad,APSRTC - 6031,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,04:25,05h 30m,INR 501,29 Seats available,3.8
1079,Nandyal to Hyderabad,APSRTC - 51274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:30,05h 15m,INR 502,19 Seats available,4.1
1080,Nandyal to Hyderabad,APSRTC - 6465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:35,05h 20m,INR 470,25 Seats available,3.8
1081,Nandyal to Hyderabad,APSRTC - 6103,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:55,05h 05m,INR 501,14 Seats available,4.0
1082,Nandyal to Hyderabad,VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),23:35,06:00,06h 25m,INR 400,2 Seats available,4.3
1083,Nandyal to Hyderabad,BRS Travels,Non A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,INR 700,7 Seats available,4.2
1084,Nandyal to Hyderabad,BRS Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,INR 900,2 Seats available,4.1
1085,Nandyal to Hyderabad,INDHU BUS,Non A/C Seater / Sleeper (2+1),23:30,05:35,06h 05m,INR 449,5 Seats available,4.1
1086,Nandyal to Hyderabad,SLNS Travels,Non A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,INR 500,5 Seats available,4.0
1087,Nandyal to Hyderabad,PRL BUS,A/C Sleeper (2+1),23:45,05:30,05h 45m,INR 1200,12 Seats available,4.5
1088,Nandyal to Hyderabad,Indu Travels,A/C Sleeper (2+1),23:30,05:25,05h 55m,INR 900,8 Seats available,4.0
1089,Nandyal to Hyderabad,Indu Travels,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,INR 449,5 Seats available,4.0
1090,Nandyal to Hyderabad,Indu Travels,Non A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,INR 449,7 Seats available,4.0
1091,Nandyal to Hyderabad,SREE RUDRA TRAVELS,Non A/C Seater / Sleeper (2+1),23:15,05:00,05h 45m,INR 500,9 Seats available,4.7
1092,Nandyal to Hyderabad,Indu Travels,Non A/C Seater / Sleeper (2+1),23:45,05:45,06h 00m,INR 449,4 Seats available,4.2
1093,Nandyal to Hyderabad,KNR TRAVELS,Non A/C Seater / Sleeper (2+1),23:45,05:00,05h 15m,INR 500,13 Seats available,4.9
1094,Nandyal to Hyderabad,PRL BUS,Non A/C Seater / Sleeper (2+1),23:40,06:25,06h 45m,INR 750,25 Seats available,3.5
1095,Nandyal to Hyderabad,AR & BCVR Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,INR 930,13 Seats available,4.6
1096,Nandyal to Hyderabad,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,06:20,06h 21m,INR 398,6 Seats available,3.3
1097,Nandyal to Hyderabad,Amala Travels,Non A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,INR 400,1 Seat available,3.1
1098,Nandyal to Hyderabad,AR & BCVR Travels,A/C Sleeper (2+1),23:40,05:00,05h 20m,INR 950,11 Seats available,4.5
1099,Nandyal to Hyderabad,SEVEN HILLS TRAVELS,A/C Sleeper (2+1),23:20,04:55,05h 35m,INR 999,3 Seats available,4.0
1100,Nandyal to Hyderabad,INDHU BUS,Non A/C Seater / Sleeper (2+1),23:45,06:35,06h 50m,INR 449,3 Seats available,4.3
1101,Nandyal to Hyderabad,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:50,05:00,05h 10m,INR 500,4 Seats available,4.6
1102,Nandyal to Hyderabad,AR & BCVR Travels,A/C Seater / Sleeper (2+1),23:10,05:15,06h 05m,INR 700,10 Seats available,3.4
1103,Nandyal to Hyderabad,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:30,05:45,06h 15m,INR 449,9 Seats available,4.6
1104,Nandyal to Hyderabad,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 600,9 Seats available,3.5
1105,Nandyal to Hyderabad,HARITHA TRAVELS,NON A/C Sleeper (2+1),23:45,06:00,06h 15m,INR 398,4 Seats available,4.5
1106,Nandyal to Hyderabad,AR & BCVR Travels,NON A/C Sleeper (2+1),23:45,05:00,05h 15m,INR 800,12 Seats available,4.1
1107,Nandyal to Hyderabad,Vasavi travels,Non A/C Seater / Sleeper (2+1),23:05,05:50,06h 45m,INR 449,6 Seats available,3.9
1108,Nandyal to Hyderabad,Indu Travels,Non A/C Seater / Sleeper (2+1),23:45,06:35,06h 50m,INR 449,8 Seats available,2.8
1109,Nandyal to Hyderabad,SREE LEKYAA TRAVELS,A/C Sleeper (2+1),23:59,07:30,07h 31m,1045,1 Seat available,2.2
1110,Nandyal to Hyderabad,PRL BUS,NON A/C Sleeper (2+1),23:49,05:50,06h 01m,INR 1200,3 Seats available,2.9
1111,Nandyal to Hyderabad,Vasavi travels,A/C Sleeper (2+1),23:55,06:35,06h 40m,INR 900,5 Seats available,2.2
